Invoice_ID,Date,Product_line,Total
308-81-0538,2019-02-25,Fashion accessories,306.81
358-88-9262,2019-02-01,Food and beverages,551.124
460-35-4390,2019-01-22,Home and lifestyle,96.642
343-87-0864,2019-01-03,Health and beauty,79.674
173-50-1108,2019-02-13,Sports and travel,84.756
243-47-2663,2019-01-28,Electronic accessories,118.251
841-18-8232,2019-01-05,Food and beverages,74.76
701-23-5550,2019-03-19,Home and lifestyle,163.002
647-50-1224,2019-01-12,Fashion accessories,308.91
541-48-8554,2019-01-07,Sports and travel,575.9775
539-21-7227,2019-01-26,Sports and travel,270.585
213-32-1216,2019-01-23,Electronic accessories,416.178
747-58-7183,2019-02-09,Fashion accessories,180.4005
582-52-8065,2019-02-22,Fashion accessories,513.2295
210-57-1719,2019-02-05,Health and beauty,550.368
399-69-4630,2019-03-07,Electronic accessories,139.923
134-75-2619,2019-03-25,Electronic accessories,142.002
356-44-8813,2019-01-20,Home and lifestyle,118.062
198-66-9832,2019-02-04,Fashion accessories,151.284
283-26-5248,2019-01-30,Food and beverages,1034.46
712-39-0363,2019-01-02,Food and beverages,262.458
218-59-9410,2019-03-29,Home and lifestyle,228.123
174-75-0888,2019-03-14,Electronic accessories,203.931
866-99-7614,2019-02-11,Food and beverages,936.6
134-54-4720,2019-01-30,Electronic accessories,356.328
760-90-2357,2019-03-20,Electronic accessories,469.413
514-37-2845,2019-03-20,Fashion accessories,208.425
698-98-5964,2019-01-17,Food and beverages,852.705
718-57-9773,2019-02-03,Sports and travel,517.965
651-88-7328,2019-01-01,Fashion accessories,621.243
241-11-2261,2019-01-10,Fashion accessories,586.971
408-26-9866,2019-03-02,Sports and travel,543.753
834-83-1826,2019-02-25,Home and lifestyle,430.71
343-61-3544,2019-01-29,Sports and travel,280.035
239-48-4278,2019-03-10,Food and beverages,74.4555
355-34-6244,2019-01-13,Food and beverages,152.019
550-84-8664,2019-03-22,Sports and travel,451.0275
339-96-8318,2019-03-01,Fashion accessories,597.6285
458-61-0011,2019-02-20,Food and beverages,253.26
592-34-6155,2019-01-14,Food and beverages,133.434
797-88-0493,2019-03-26,Health and beauty,269.934
207-73-1363,2019-03-01,Health and beauty,145.971
390-31-6381,2019-01-07,Food and beverages,85.743
443-82-0585,2019-02-01,Health and beauty,326.256
339-18-7061,2019-02-13,Fashion accessories,195.258
359-90-3665,2019-01-14,Fashion accessories,75.936
375-72-3056,2019-01-19,Sports and travel,198.639
127-47-6963,2019-03-09,Health and beauty,217.182
278-86-2735,2019-03-27,Food and beverages,164.871
695-28-6250,2019-02-04,Sports and travel,226.065
379-17-6588,2019-03-14,Fashion accessories,625.905
227-50-3718,2019-03-04,Health and beauty,76.755
302-15-2162,2019-03-03,Health and beauty,293.139
788-07-8452,2019-01-27,Home and lifestyle,178.164
560-49-6611,2019-02-07,Sports and travel,47.859
880-35-0356,2019-02-05,Sports and travel,236.88
585-11-6748,2019-03-15,Sports and travel,304.92
470-31-3286,2019-03-01,Health and beauty,46.683
152-68-2907,2019-02-15,Food and beverages,164.43
123-35-4896,2019-02-17,Sports and travel,440.937
258-69-7810,2019-01-26,Fashion accessories,193.4625
334-64-2006,2019-03-24,Home and lifestyle,147.672
219-61-4139,2019-01-23,Electronic accessories,87.234
881-41-7302,2019-01-26,Fashion accessories,68.2395
373-09-4567,2019-03-14,Food and beverages,814.38
642-30-6693,2019-03-17,Sports and travel,343.413
484-22-8230,2019-01-08,Fashion accessories,381.3915
830-58-2383,2019-02-08,Home and lifestyle,133.35
559-98-9873,2019-02-10,Fashion accessories,394.3275
544-32-5024,2019-03-28,Food and beverages,209.118
318-12-0304,2019-01-23,Fashion accessories,32.1405
349-97-8902,2019-01-17,Food and beverages,121.569
421-95-9805,2019-02-07,Electronic accessories,30.408
277-35-5865,2019-03-09,Food and beverages,935.2665
789-23-8625,2019-01-24,Fashion accessories,293.643
284-54-4231,2019-01-19,Sports and travel,84.9765
443-59-0061,2019-02-03,Food and beverages,708.225
509-29-3912,2019-03-20,Sports and travel,365.904
327-40-9673,2019-01-13,Sports and travel,457.38
840-19-2096,2019-03-14,Electronic accessories,461.5275
828-46-6863,2019-01-23,Food and beverages,620.739
641-96-3695,2019-02-07,Fashion accessories,273.798
420-97-3340,2019-03-28,Food and beverages,225.792
436-54-4512,2019-03-20,Food and beverages,96.1905
670-79-6321,2019-01-17,Home and lifestyle,695.2365
852-62-7105,2019-01-12,Fashion accessories,874.125
598-06-7312,2019-02-16,Fashion accessories,95.9175
135-13-8269,2019-01-26,Food and beverages,165.648
816-57-2053,2019-03-09,Sports and travel,127.827
628-90-8624,2019-03-14,Health and beauty,867.09
856-66-2701,2019-01-25,Home and lifestyle,167.895
308-39-1707,2019-01-26,Fashion accessories,12.6945
149-61-1929,2019-01-19,Sports and travel,673.995
655-07-2265,2019-03-05,Electronic accessories,246.6765
589-02-8023,2019-01-15,Food and beverages,175.917
420-04-7590,2019-03-18,Home and lifestyle,314.055
182-88-2763,2019-03-20,Food and beverages,251.7165
188-55-0967,2019-01-15,Health and beauty,697.935
610-46-4100,2019-03-03,Health and beauty,212.7825
318-81-2368,2019-03-19,Electronic accessories,48.51
364-33-8584,2019-03-08,Food and beverages,92.5575
665-63-9737,2019-02-27,Fashion accessories,165.123
695-09-5146,2019-02-23,Food and beverages,311.1885
155-45-3814,2019-03-19,Electronic accessories,743.82
794-32-2436,2019-03-27,Electronic accessories,116.907
131-15-8856,2019-03-30,Food and beverages,609.168
273-84-2164,2019-02-16,Electronic accessories,63.2625
706-36-6154,2019-01-18,Home and lifestyle,182.952
778-89-7974,2019-03-30,Health and beauty,442.323
574-31-8277,2019-03-20,Fashion accessories,35.3115
859-71-0933,2019-01-16,Sports and travel,32.529
740-11-5257,2019-02-24,Electronic accessories,259.77
369-82-2676,2019-01-15,Electronic accessories,397.215
563-47-4072,2019-01-22,Health and beauty,351.603
742-04-5161,2019-02-03,Home and lifestyle,764.19
149-15-7606,2019-03-06,Sports and travel,352.674
133-77-3154,2019-02-16,Fashion accessories,252.756
169-52-4504,2019-03-14,Electronic accessories,49.4235
250-81-7186,2019-02-27,Electronic accessories,104.6745
562-12-5430,2019-01-18,Fashion accessories,277.6725
816-72-8853,2019-01-29,Sports and travel,146.6325
491-38-3499,2019-02-26,Fashion accessories,58.2225
322-02-2271,2019-02-03,Sports and travel,135.3555
842-29-4695,2019-01-16,Sports and travel,125.979
725-67-2480,2019-03-24,Fashion accessories,370.125
641-51-2661,2019-02-12,Food and beverages,914.55
714-02-3114,2019-02-21,Sports and travel,207.48
518-17-2983,2019-02-04,Fashion accessories,204.246
779-42-2410,2019-02-20,Food and beverages,181.881
190-14-3147,2019-02-23,Health and beauty,75.474
408-66-6712,2019-02-16,Health and beauty,300.573
679-22-6530,2019-01-17,Sports and travel,85.302
588-47-8641,2019-01-14,Fashion accessories,588.42
642-61-4706,2019-03-30,Food and beverages,196.14
576-31-4774,2019-03-02,Health and beauty,231.2415
556-41-6224,2019-02-15,Health and beauty,282.576
811-03-8790,2019-03-01,Electronic accessories,477.54
242-11-3142,2019-02-24,Fashion accessories,175.917
752-23-3760,2019-02-19,Sports and travel,470.988
274-05-5470,2019-02-23,Food and beverages,308.574
648-94-3045,2019-02-07,Health and beauty,618.975
130-67-4723,2019-01-11,Food and beverages,305.55
528-87-5606,2019-02-12,Electronic accessories,41.454
320-85-2052,2019-01-14,Sports and travel,36.5505
370-96-0655,2019-01-09,Fashion accessories,310.716
105-10-6182,2019-02-27,Fashion accessories,45.108
510-79-0415,2019-01-24,Sports and travel,145.404
241-96-5076,2019-01-08,Home and lifestyle,103.11
767-97-4650,2019-01-08,Sports and travel,136.143
648-83-1321,2019-01-16,Home and lifestyle,667.38
173-57-2300,2019-03-13,Sports and travel,153.048
305-03-2383,2019-02-15,Food and beverages,211.365
394-55-6384,2019-01-25,Sports and travel,663.2955
266-20-6657,2019-03-12,Food and beverages,404.544
689-05-1884,2019-03-04,Health and beauty,510.615
196-01-2849,2019-02-10,Fashion accessories,539.343
372-62-5264,2019-01-16,Food and beverages,497.07
800-09-8606,2019-01-29,Home and lifestyle,458.6925
182-52-7000,2019-01-01,Sports and travel,113.568
826-58-8051,2019-01-06,Home and lifestyle,261.198
868-06-0466,2019-02-19,Electronic accessories,657.531
751-41-9720,2019-01-12,Home and lifestyle,1023.75
626-43-7888,2019-02-07,Fashion accessories,507.444
176-64-7711,2019-03-27,Food and beverages,101.808
191-29-0321,2019-02-27,Fashion accessories,207.585
729-06-2010,2019-01-06,Health and beauty,760.4415
640-48-5028,2019-03-02,Home and lifestyle,835.2855
186-79-9562,2019-03-29,Health and beauty,527.5095
834-45-5519,2019-01-31,Electronic accessories,180.6
162-65-8559,2019-01-21,Food and beverages,72.429
760-27-5490,2019-01-20,Fashion accessories,131.208
445-30-9252,2019-01-17,Sports and travel,80.955
786-94-2700,2019-02-28,Food and beverages,507.906
728-88-7867,2019-03-19,Home and lifestyle,317.226
183-21-3799,2019-02-19,Electronic accessories,733.6035
268-20-3585,2019-02-04,Health and beauty,130.8825
735-32-9839,2019-01-31,Fashion accessories,829.08
258-92-7466,2019-02-06,Health and beauty,187.32
857-16-3520,2019-03-28,Fashion accessories,525.231
482-17-1179,2019-01-19,Electronic accessories,37.611
788-21-5741,2019-02-17,Fashion accessories,142.947
821-14-9046,2019-01-18,Fashion accessories,110.124
418-05-0656,2019-02-02,Fashion accessories,187.866
678-79-0726,2019-01-18,Sports and travel,856.4535
776-68-1096,2019-03-18,Home and lifestyle,138.978
592-46-1692,2019-01-11,Food and beverages,270.2595
434-35-9162,2019-02-04,Food and beverages,98.028
149-14-0304,2019-02-06,Health and beauty,239.4
442-44-6497,2019-01-08,Home and lifestyle,175.0455
174-64-0215,2019-03-05,Sports and travel,732.27
210-74-9613,2019-03-16,Fashion accessories,408.492
299-29-0180,2019-03-09,Home and lifestyle,383.523
247-11-2470,2019-03-01,Fashion accessories,93.744
635-28-5728,2019-02-28,Health and beauty,176.4
756-49-0168,2019-02-08,Fashion accessories,20.685
438-23-1242,2019-01-24,Electronic accessories,557.718
238-45-6950,2019-03-01,Food and beverages,56.406
607-65-2441,2019-03-10,Health and beauty,860.475
386-27-7606,2019-03-23,Home and lifestyle,596.82
137-63-5492,2019-01-29,Electronic accessories,616.98
197-77-7132,2019-01-12,Electronic accessories,769.104
805-86-0265,2019-03-20,Home and lifestyle,887.922
733-29-1227,2019-03-23,Home and lifestyle,408.7335
451-73-2711,2019-01-14,Food and beverages,89.0715
373-14-0504,2019-02-12,Sports and travel,150.423
546-80-2899,2019-02-20,Home and lifestyle,79.149
345-68-9016,2019-01-02,Sports and travel,266.028
390-17-5806,2019-02-02,Food and beverages,40.341
457-13-1708,2019-01-08,Fashion accessories,684.915
664-14-2882,2019-01-30,Home and lifestyle,55.2825
487-79-6868,2019-03-26,Home and lifestyle,116.1405
314-23-4520,2019-01-15,Health and beauty,597.0405
210-30-7976,2019-03-14,Fashion accessories,93.744
585-86-8361,2019-02-03,Food and beverages,143.22
807-14-7833,2019-02-22,Electronic accessories,182.91
775-72-1988,2019-01-24,Home and lifestyle,384.72
288-38-3758,2019-01-25,Fashion accessories,267.3405
652-43-6591,2019-03-09,Fashion accessories,817.236
785-96-0615,2019-02-17,Electronic accessories,300.216
406-46-7107,2019-01-11,Home and lifestyle,608.076
250-17-5703,2019-02-27,Food and beverages,197.925
156-95-3964,2019-03-25,Food and beverages,232.638
842-40-8179,2019-02-11,Food and beverages,810.6
525-09-8450,2019-01-31,Electronic accessories,757.365
410-67-1709,2019-01-20,Fashion accessories,536.592
587-73-4862,2019-03-26,Health and beauty,56.1225
787-87-2010,2019-01-20,Health and beauty,233.1
593-14-4239,2019-03-05,Home and lifestyle,801.864
801-88-0346,2019-01-05,Fashion accessories,239.589
388-76-2555,2019-02-13,Sports and travel,86.247
711-31-1234,2019-03-16,Electronic accessories,401.688
886-54-6089,2019-01-15,Home and lifestyle,72.009
707-32-7409,2019-02-26,Sports and travel,401.268
759-98-4285,2019-02-27,Health and beauty,631.1445
201-63-8275,2019-02-17,Sports and travel,499.7265
471-06-8611,2019-02-06,Food and beverages,55.041
200-16-5952,2019-01-17,Food and beverages,137.865
120-54-2248,2019-01-22,Food and beverages,151.515
102-77-2261,2019-03-05,Health and beauty,480.0285
875-31-8302,2019-01-03,Sports and travel,98.049
102-06-2002,2019-03-20,Sports and travel,132.5625
457-94-0464,2019-01-31,Electronic accessories,830.3715
629-42-4133,2019-02-19,Health and beauty,183.12
534-53-3526,2019-02-11,Sports and travel,397.992
307-04-2070,2019-02-05,Fashion accessories,32.151
468-99-7231,2019-03-03,Home and lifestyle,369.684
516-77-6464,2019-02-24,Health and beauty,53.34
404-91-5964,2019-02-04,Electronic accessories,548.163
886-77-9084,2019-02-19,Electronic accessories,603.876
790-38-4466,2019-01-23,Health and beauty,57.6975
704-10-4056,2019-01-14,Health and beauty,190.4805
497-37-6538,2019-01-17,Sports and travel,432.9885
651-96-5970,2019-03-03,Fashion accessories,48.7305
400-80-4065,2019-02-15,Health and beauty,287.91
744-16-7898,2019-01-15,Home and lifestyle,1022.385
263-12-5321,2019-02-27,Electronic accessories,680.61
702-72-0487,2019-02-26,Electronic accessories,97.881
605-83-1050,2019-03-15,Fashion accessories,57.078
443-60-9639,2019-01-24,Home and lifestyle,63.9135
864-24-7918,2019-02-22,Sports and travel,257.145
359-94-5395,2019-03-15,Health and beauty,97.419
401-09-4232,2019-02-11,Home and lifestyle,455.1225
751-15-6198,2019-01-12,Sports and travel,144.963
324-41-6833,2019-03-03,Electronic accessories,253.68
474-33-8305,2019-03-23,Fashion accessories,495.3165
759-29-9521,2019-03-04,Fashion accessories,462.672
831-81-6575,2019-02-23,Electronic accessories,714.3255
220-68-6701,2019-03-17,Home and lifestyle,325.374
618-34-8551,2019-01-16,Sports and travel,195.678
257-60-7754,2019-01-08,Electronic accessories,210.966
559-61-5987,2019-01-14,Health and beauty,18.6375
189-55-2313,2019-01-31,Fashion accessories,652.89
565-91-4567,2019-03-15,Health and beauty,90.3
380-60-5336,2019-02-24,Electronic accessories,422.73
815-04-6282,2019-02-08,Sports and travel,341.0925
674-56-6360,2019-03-22,Electronic accessories,99.9075
778-34-2523,2019-01-24,Electronic accessories,408.408
499-27-7781,2019-03-14,Food and beverages,446.964
477-59-2456,2019-01-23,Fashion accessories,333.984
832-51-6761,2019-01-19,Food and beverages,284.592
869-11-3082,2019-01-27,Health and beauty,403.872
190-59-3964,2019-02-03,Food and beverages,247.59
366-43-6862,2019-03-25,Electronic accessories,222.138
186-43-8965,2019-02-24,Home and lifestyle,100.128
784-21-9238,2019-02-07,Sports and travel,10.6785
276-75-6884,2019-03-04,Health and beauty,216.4365
109-86-4363,2019-02-14,Sports and travel,441.588
569-76-2760,2019-01-29,Sports and travel,92.442
222-42-0244,2019-01-28,Health and beauty,681.4395
760-53-9233,2019-03-26,Fashion accessories,130.032
538-22-0304,2019-03-24,Electronic accessories,681.975
416-17-9926,2019-01-01,Electronic accessories,779.31
237-44-6163,2019-01-24,Electronic accessories,88.704
636-17-0325,2019-02-25,Health and beauty,262.794
343-75-9322,2019-01-09,Sports and travel,99.54
528-14-9470,2019-02-14,Health and beauty,95.865
427-45-9297,2019-03-12,Home and lifestyle,299.3655
807-34-3742,2019-03-26,Fashion accessories,54.999
288-62-1085,2019-01-09,Fashion accessories,202.335
670-71-7306,2019-01-02,Sports and travel,281.169
660-29-7083,2019-01-15,Electronic accessories,586.635
271-77-8740,2019-01-01,Sports and travel,184.086
497-36-0989,2019-02-15,Fashion accessories,163.611
291-59-1384,2019-02-28,Electronic accessories,63.315
860-73-6466,2019-03-02,Sports and travel,82.887
549-23-9016,2019-02-13,Food and beverages,31.227
896-34-0956,2019-01-26,Fashion accessories,22.386
804-38-3935,2019-01-30,Electronic accessories,295.407
585-90-0249,2019-01-27,Electronic accessories,76.923
862-29-5914,2019-01-30,Sports and travel,23.499
845-94-6841,2019-01-08,Food and beverages,688.716
125-45-2293,2019-01-19,Fashion accessories,624.33
843-73-4724,2019-01-25,Fashion accessories,77.805
409-33-9708,2019-02-19,Fashion accessories,206.808
658-66-3967,2019-01-14,Health and beauty,390.9465
866-70-2814,2019-02-25,Electronic accessories,554.295
160-22-2687,2019-01-23,Health and beauty,503.7375
895-03-6665,2019-02-16,Fashion accessories,345.0195
770-42-8960,2019-01-01,Food and beverages,177.408
748-45-2862,2019-03-07,Home and lifestyle,118.902
234-36-2483,2019-02-15,Health and beauty,362.817
316-66-3011,2019-01-23,Food and beverages,450.1035
848-95-6252,2019-02-20,Home and lifestyle,90.5835
840-76-5966,2019-01-08,Sports and travel,26.796
152-03-4217,2019-03-17,Home and lifestyle,106.596
533-66-5566,2019-01-12,Home and lifestyle,375.3645
124-31-1458,2019-01-08,Electronic accessories,250.7085
176-78-1170,2019-01-26,Health and beauty,106.5015
361-59-0574,2019-03-15,Sports and travel,760.452
101-81-4070,2019-01-17,Health and beauty,131.922
631-34-1880,2019-01-08,Food and beverages,76.5765
852-82-2749,2019-01-06,Sports and travel,271.278
873-14-6353,2019-02-16,Food and beverages,182.427
584-66-4073,2019-03-13,Fashion accessories,59.325
544-55-9589,2019-01-28,Electronic accessories,225.015
166-19-2553,2019-01-18,Sports and travel,561.078
737-88-5876,2019-03-19,Home and lifestyle,97.818
154-87-7367,2019-03-15,Home and lifestyle,548.184
885-56-0389,2019-02-12,Fashion accessories,54.9675
608-05-3804,2019-02-25,Electronic accessories,41.7375
448-61-3783,2019-03-21,Electronic accessories,756.168
761-49-0439,2019-01-19,Electronic accessories,101.64
490-95-0021,2019-01-08,Food and beverages,348.705
115-38-7388,2019-03-30,Fashion accessories,85.512
311-13-6971,2019-02-20,Sports and travel,335.895
291-55-6563,2019-03-30,Home and lifestyle,216.846
548-48-3156,2019-03-19,Food and beverages,175.014
460-93-5834,2019-01-13,Sports and travel,335.013
325-89-4209,2019-02-05,Food and beverages,92.295
884-80-6021,2019-03-23,Electronic accessories,771.435
137-74-8729,2019-03-13,Fashion accessories,102.396
880-46-5796,2019-03-17,Sports and travel,807.66
389-70-2397,2019-02-21,Health and beauty,439.215
114-35-5271,2019-02-07,Electronic accessories,486.444
607-76-6216,2019-03-02,Fashion accessories,485.5725
715-20-1673,2019-03-06,Electronic accessories,148.995
811-35-1094,2019-02-06,Electronic accessories,317.835
699-88-1972,2019-01-28,Health and beauty,832.944
781-84-8059,2019-01-18,Fashion accessories,446.439
409-49-6995,2019-02-05,Food and beverages,297.801
725-54-0677,2019-03-02,Health and beauty,629.16
146-09-5432,2019-02-09,Food and beverages,331.128
377-79-7592,2019-01-14,Electronic accessories,423.738
509-10-0516,2019-02-09,Home and lifestyle,193.074
595-94-9924,2019-03-26,Health and beauty,145.5825
865-41-9075,2019-01-28,Food and beverages,84.7455
545-07-8534,2019-02-14,Health and beauty,122.472
118-62-1812,2019-03-24,Home and lifestyle,329.196
450-42-3339,2019-02-09,Health and beauty,888.405
851-98-3555,2019-03-24,Health and beauty,435.12
186-71-5196,2019-03-27,Food and beverages,167.034
624-01-8356,2019-01-27,Home and lifestyle,514.605
313-66-9943,2019-03-27,Food and beverages,91.8225
151-27-8496,2019-01-19,Electronic accessories,235.746
453-33-6436,2019-02-07,Home and lifestyle,782.208
522-57-8364,2019-01-31,Fashion accessories,431.256
459-45-2396,2019-02-25,Food and beverages,313.74
717-96-4189,2019-02-02,Electronic accessories,223.587
722-13-2115,2019-03-14,Sports and travel,44.9925
749-81-8133,2019-03-11,Fashion accessories,397.614
777-67-2495,2019-02-22,Home and lifestyle,217.2555
636-98-3364,2019-03-02,Electronic accessories,82.719
246-55-6923,2019-03-10,Home and lifestyle,338.2155
181-82-6255,2019-02-08,Home and lifestyle,103.131
838-02-1821,2019-02-22,Home and lifestyle,26.733
887-42-0517,2019-01-10,Sports and travel,611.079
457-12-0244,2019-03-14,Sports and travel,221.886
226-34-0034,2019-01-10,Electronic accessories,57.876
321-49-7382,2019-02-15,Sports and travel,92.7255
397-25-8725,2019-01-13,Health and beauty,374.409
431-66-2305,2019-02-15,Electronic accessories,833.9625
825-94-5922,2019-03-02,Sports and travel,53.151
641-62-7288,2019-03-24,Home and lifestyle,629.496
756-93-1854,2019-02-02,Fashion accessories,175.035
243-55-8457,2019-02-27,Food and beverages,781.62
458-10-8612,2019-01-20,Health and beauty,470.988
501-61-1753,2019-01-03,Home and lifestyle,397.845
235-06-8510,2019-01-24,Home and lifestyle,270.018
433-08-7822,2019-01-05,Health and beauty,579.8415
361-85-2571,2019-03-30,Sports and travel,469.77
131-70-8179,2019-02-17,Health and beauty,290.0835
500-02-2261,2019-03-21,Food and beverages,360.927
720-72-2436,2019-03-02,Food and beverages,279.384
702-83-5291,2019-03-27,Fashion accessories,943.299
809-69-9497,2019-01-19,Home and lifestyle,479.64
449-16-6770,2019-02-19,Health and beauty,266.6475
333-23-2632,2019-03-28,Health and beauty,74.088
489-82-1237,2019-01-05,Electronic accessories,690.018
859-97-6048,2019-03-26,Electronic accessories,176.925
676-10-2200,2019-02-03,Fashion accessories,56.469
373-88-1424,2019-02-06,Home and lifestyle,188.0025
365-16-4334,2019-02-24,Food and beverages,222.012
503-21-4385,2019-02-21,Health and beauty,125.7165
305-89-2768,2019-01-09,Home and lifestyle,68.985
574-80-1489,2019-02-25,Food and beverages,263.97
784-08-0310,2019-01-13,Food and beverages,88.368
200-40-6154,2019-02-09,Home and lifestyle,415.233
846-10-0341,2019-01-06,Fashion accessories,312.8895
577-34-7579,2019-01-10,Food and beverages,477.1305
430-02-3888,2019-02-07,Electronic accessories,289.926
867-47-1948,2019-01-09,Home and lifestyle,165.9
384-59-6655,2019-02-19,Food and beverages,932.337
256-58-3609,2019-03-18,Fashion accessories,96.579
324-92-3863,2019-02-05,Electronic accessories,43.869
593-08-5916,2019-03-19,Fashion accessories,16.275
364-34-2972,2019-03-30,Electronic accessories,304.983
794-42-3736,2019-01-26,Food and beverages,69.993
172-42-8274,2019-03-02,Electronic accessories,80.367
558-60-5016,2019-03-04,Home and lifestyle,314.685
195-06-0432,2019-01-13,Home and lifestyle,255.1815
605-03-2706,2019-03-25,Health and beauty,49.77
214-30-2776,2019-03-11,Electronic accessories,181.0725
746-04-1077,2019-01-01,Food and beverages,888.615
448-34-8700,2019-02-10,Home and lifestyle,271.2885
452-04-8808,2019-01-26,Electronic accessories,640.038
531-56-4728,2019-02-11,Home and lifestyle,252.252
744-82-9138,2019-02-07,Fashion accessories,180.873
883-69-1285,2019-03-06,Fashion accessories,104.832
221-25-5073,2019-03-04,Food and beverages,313.572
518-71-6847,2019-02-26,Food and beverages,167.58
156-20-0370,2019-03-10,Electronic accessories,26.7225
151-33-7434,2019-02-04,Food and beverages,71.1585
728-47-9078,2019-01-19,Food and beverages,250.278
809-46-1866,2019-01-23,Health and beauty,244.23
139-32-4183,2019-03-14,Sports and travel,921.186
148-41-7930,2019-01-23,Health and beauty,734.706
189-40-5216,2019-01-09,Electronic accessories,708.3195
374-38-5555,2019-02-07,Fashion accessories,334.4775
764-44-8999,2019-02-18,Health and beauty,30.996
552-44-5977,2019-01-03,Health and beauty,520.8
267-62-7380,2019-03-29,Electronic accessories,864.57
430-53-4718,2019-01-28,Health and beauty,633.108
886-18-2897,2019-03-22,Food and beverages,296.94
602-16-6955,2019-01-24,Sports and travel,804.3
745-74-0715,2019-03-10,Electronic accessories,121.863
690-01-6631,2019-02-22,Fashion accessories,183.645
652-49-6720,2019-02-18,Electronic accessories,63.9975
233-67-5758,2019-01-29,Health and beauty,42.3675
303-96-2227,2019-03-02,Home and lifestyle,1022.49
727-02-1313,2019-02-09,Food and beverages,33.432
347-56-2442,2019-02-22,Home and lifestyle,69.111
849-09-3807,2019-02-18,Fashion accessories,649.299
